,z,max_field_list,horizontal_peaks,horizontal_peaks_position,horizontal_peaks_max,horizontal_half,horizontal_full,horizontal_mse_list,z,max_field_list,verticle_peaks,verticle_peaks_position,verticle_peaks_max,verticle_half,verticle_full,verticle_mse_list
0,-5e-06,0.05732501682083124,"[-1.78450487e-05 -1.73832735e-05 -1.68701898e-05 -1.63057978e-05
 -1.57414058e-05 -1.51770139e-05 -1.44586968e-05 -1.23550539e-05
 -9.07131862e-06 -8.19907645e-06 -7.27552591e-06 -6.40328374e-06
 -5.53104156e-06 -4.81272447e-06 -4.19702411e-06 -3.58132376e-06
 -3.01693176e-06 -2.45253976e-06 -1.83683940e-06 -1.27244741e-06
 -7.08055413e-07 -9.23550539e-08  4.72036942e-07  1.03642894e-06
  1.54951257e-06  2.11390457e-06  2.62698820e-06  3.14007183e-06
  3.70446383e-06  4.26885582e-06  4.83324782e-06  5.39763982e-06
  6.01334017e-06  6.57773217e-06  7.14212417e-06  7.70651616e-06
  8.27090816e-06  8.78399179e-06  9.34838379e-06  9.91277578e-06
  1.04771678e-05  1.10928681e-05  1.16059518e-05  1.21703438e-05
  1.27347358e-05  1.32991278e-05  1.39148281e-05  1.44792201e-05
  1.50436121e-05  1.55053874e-05  1.60184710e-05  1.65828630e-05
  1.95587481e-05  2.12006157e-05  2.52026680e-05  2.77680862e-05
  2.86916367e-05  2.95638789e-05  3.04361211e-05  3.13083633e-05
  3.24371473e-05  3.32067727e-05  3.39763982e-05  3.48486403e-05
  3.61313494e-05  3.75166752e-05  3.82863007e-05  3.91585428e-05
  3.99794767e-05  4.08517188e-05  4.18778861e-05  4.33145203e-05
  4.48537712e-05  4.68547973e-05  5.60389944e-05  6.47614161e-05
  6.99435608e-05  7.52283222e-05  7.95895331e-05]",3.0436121087737305e-05,0.05732501682083124,6.72051897381823e-07,4.974966357435928,6.960390248388023e-05,-5e-06,0.05732501682083124,"[-2.33572895e-05 -2.12525667e-05 -1.90965092e-05 -1.70431211e-05
 -1.52464066e-05 -1.35010267e-05 -1.19096509e-05 -9.65092402e-06
 -4.51745380e-06 -2.56673511e-06  0.00000000e+00  2.56673511e-06
  4.51745380e-06  9.65092402e-06  1.19096509e-05  1.35010267e-05
  1.52464066e-05  1.70431211e-05  1.90965092e-05  2.12525667e-05
  2.33572895e-05]",0.0,0.05732501682083124,7.65254667532683e-06,13.294740162033372,0.00109380570882342
1,-4.841772151898734e-06,0.05808814989318473,"[-1.78450487e-05 -1.73832735e-05 -1.68701898e-05 -1.63057978e-05
 -1.57414058e-05 -1.52283222e-05 -1.21498204e-05 -8.96870190e-06
 -8.14776809e-06 -7.17290918e-06 -6.35197537e-06 -5.58234992e-06
 -4.81272447e-06 -4.19702411e-06 -3.53001539e-06 -3.06824012e-06
 -2.40123140e-06 -1.88814777e-06 -1.27244741e-06 -6.56747050e-07
 -9.23550539e-08  4.72036942e-07  1.03642894e-06  1.54951257e-06
  2.06259620e-06  2.62698820e-06  3.14007183e-06  3.70446383e-06
  4.26885582e-06  4.83324782e-06  5.39763982e-06  6.01334017e-06
  6.57773217e-06  7.14212417e-06  7.70651616e-06  8.27090816e-06
  8.78399179e-06  9.29707542e-06  9.86146742e-06  1.04771678e-05
  1.11441765e-05  1.16572601e-05  1.21703438e-05  1.27347358e-05
  1.32991278e-05  1.39148281e-05  1.44792201e-05  1.50436121e-05
  1.55053874e-05  1.60184710e-05  1.97126732e-05  2.00718317e-05
  2.12519241e-05  2.27398666e-05  2.53052848e-05  2.77680862e-05
  2.86916367e-05  2.95125705e-05  3.03848127e-05  3.13083633e-05
  3.25397640e-05  3.32580811e-05  3.40277065e-05  3.48486403e-05
  3.60800410e-05  3.69522832e-05  3.75679836e-05  3.83889174e-05
  3.91585428e-05  3.99281683e-05  4.07491021e-05  4.17752694e-05
  4.31092868e-05  4.46998461e-05  4.67008722e-05  5.42945100e-05
  5.60389944e-05  6.36839405e-05  6.97383273e-05  7.49717804e-05
  7.96408415e-05]",3.0384812724474094e-05,0.05808814989318473,6.441496127265519e-07,5.0656458910228706,7.108305699754622e-05,-4.841772151898734e-06,0.05808814989318473,"[-2.32546201e-05 -2.11498973e-05 -1.89938398e-05 -1.69917864e-05
 -1.51437372e-05 -1.35010267e-05 -1.17556468e-05 -4.62012320e-06
 -2.46406571e-06  0.00000000e+00  2.46406571e-06  4.62012320e-06
  1.17556468e-05  1.35010267e-05  1.51437372e-05  1.69917864e-05
  1.89938398e-05  2.11498973e-05  2.32546201e-05]",0.0,0.05808814989318473,7.403204034489053e-06,13.31019982352075,0.001124424590400951
2,-4.683544303797468e-06,0.057076186438941245,"[-1.93842996e-05 -1.78450487e-05 -1.73832735e-05 -1.68701898e-05
 -1.63057978e-05 -1.56900975e-05 -1.51770139e-05 -1.16367368e-05
 -9.89225244e-06 -8.86608517e-06 -8.04515136e-06 -7.07029246e-06
 -6.35197537e-06 -5.63365829e-06 -4.81272447e-06 -4.19702411e-06
 -3.53001539e-06 -3.06824012e-06 -2.40123140e-06 -1.88814777e-06
 -1.37506414e-06 -6.05438687e-07 -9.23550539e-08  4.72036942e-07
  1.03642894e-06  1.54951257e-06  2.11390457e-06  2.62698820e-06
  3.14007183e-06  3.70446383e-06  4.26885582e-06  4.78193946e-06
  5.34633145e-06  5.96203181e-06  6.57773217e-06  7.19343253e-06
  7.75782453e-06  8.27090816e-06  8.83530015e-06  9.29707542e-06
  9.75885069e-06  1.04258594e-05  1.17085685e-05  1.21703438e-05
  1.26834274e-05  1.33504361e-05  1.44792201e-05  1.55566957e-05
  1.59671626e-05  2.02257568e-05  2.13032324e-05  2.27398666e-05
  2.54079015e-05  2.78193946e-05  2.86916367e-05  2.95125705e-05
  3.03335044e-05  3.12570549e-05  3.25397640e-05  3.32580811e-05
  3.40277065e-05  3.48999487e-05  3.60287327e-05  3.69009749e-05
  3.77219087e-05  3.83889174e-05  3.91072345e-05  3.98768599e-05
  4.06977937e-05  4.16726526e-05  4.29040534e-05  4.45459210e-05
  4.64956388e-05  5.28578758e-05  5.60389944e-05  5.84504874e-05
  6.30169318e-05  6.94817855e-05  7.48178553e-05  7.96408415e-05]",3.0333504361210876e-05,0.057076186438941245,6.381655168034727e-07,5.167530936598318,6.77853783105104e-05,-4.683544303797468e-06,0.057076186438941245,"[-2.31519507e-05 -2.10985626e-05 -1.89425051e-05 -1.68891170e-05
 -1.49897331e-05 -1.34496920e-05 -1.16529774e-05 -4.82546201e-06
  0.00000000e+00  4.82546201e-06  1.16529774e-05  1.34496920e-05
  1.49897331e-05  1.68891170e-05  1.89425051e-05  2.10985626e-05
  2.31519507e-05]",0.0,0.057076186438941245,7.399552227216147e-06,13.879954052688923,0.0011318978266598961
3,-4.525316455696203e-06,0.0550207200792201,"[-1.92816829e-05 -1.87685993e-05 -1.83068240e-05 -1.78450487e-05
 -1.73832735e-05 -1.69214982e-05 -1.63571062e-05 -1.50230888e-05
 -1.14828117e-05 -1.10723448e-05 -9.78963571e-06 -8.66085172e-06
 -8.04515136e-06 -6.96767573e-06 -6.30066701e-06 -5.68496665e-06
 -4.76141611e-06 -4.19702411e-06 -3.53001539e-06 -3.06824012e-06
 -1.88814777e-06 -1.42637250e-06 -5.54130323e-07 -9.23550539e-08
  4.72036942e-07  1.08773730e-06  1.60082093e-06  2.11390457e-06
  2.62698820e-06  3.14007183e-06  3.70446383e-06  4.26885582e-06
  4.78193946e-06  5.24371473e-06  5.85941508e-06  6.62904053e-06
  7.19343253e-06  7.80913289e-06  8.32221652e-06  8.83530015e-06
  9.24576706e-06  1.21703438e-05  1.26321190e-05  1.33504361e-05
  1.59671626e-05  2.13032324e-05  2.27398666e-05  2.41765008e-05
  2.54592099e-05  2.72036942e-05  2.78193946e-05  2.86916367e-05
  2.94612622e-05  3.03335044e-05  3.13083633e-05  3.25397640e-05
  3.33093894e-05  3.40277065e-05  3.49512571e-05  3.58748076e-05
  3.69522832e-05  3.78245254e-05  3.83889174e-05  3.91072345e-05
  3.98255516e-05  4.06464854e-05  4.15700359e-05  4.26475115e-05
  4.44946126e-05  4.62904053e-05  4.89071319e-05  5.23447922e-05
  5.39866598e-05  5.59363776e-05  5.85531042e-05  6.26577732e-05
  6.92252437e-05  7.47152386e-05  7.94356080e-05]",2.9461262185736275e-05,0.0550207200792201,6.39112613356195e-07,4.138651405624188,5.978692600258741e-05,-4.525316455696203e-06,0.0550207200792201,"[-2.34086242e-05 -2.13552361e-05 -1.91478439e-05 -1.70431211e-05
 -1.53490760e-05 -1.19096509e-05 -9.70225873e-06 -4.72279261e-06
 -2.46406571e-06  0.00000000e+00  2.46406571e-06  4.72279261e-06
  9.70225873e-06  1.19096509e-05  1.53490760e-05  1.70431211e-05
  1.91478439e-05  2.13552361e-05  2.34086242e-05]",0.0,0.0550207200792201,6.267609198173074e-06,14.818910976191686,0.0011225234828570933
4,-4.367088607594937e-06,0.053453685306886635,"[-1.97434582e-05 -1.92303746e-05 -1.87685993e-05 -1.83068240e-05
 -1.78450487e-05 -1.73832735e-05 -1.69214982e-05 -1.64084146e-05
 -1.49717804e-05 -1.46126219e-05 -1.10210364e-05 -9.53309389e-06
 -8.55823499e-06 -7.99384300e-06 -6.86505900e-06 -6.24935865e-06
 -5.68496665e-06 -5.22319138e-06 -4.76141611e-06 -4.19702411e-06
 -3.47870703e-06 -3.06824012e-06 -2.24730631e-06 -1.83683940e-06
 -1.42637250e-06 -1.01590559e-06 -5.02821960e-07 -9.23550539e-08
  5.23345305e-07  1.13904566e-06  1.65212930e-06  2.11390457e-06
  2.62698820e-06  3.08876347e-06  3.75577219e-06  4.26885582e-06
  4.73063109e-06  5.19240636e-06  7.24474089e-06  7.86044125e-06
  8.37352488e-06  8.83530015e-06  9.24576706e-06  9.60492560e-06
  1.21703438e-05  1.60697794e-05  1.93022063e-05  2.13545408e-05
  2.27398666e-05  2.41765008e-05  2.53052848e-05  2.72036942e-05
  2.78193946e-05  2.86916367e-05  2.94099538e-05  3.02821960e-05
  3.13596716e-05  3.25910723e-05  3.33093894e-05  3.40790149e-05
  3.49512571e-05  3.57721909e-05  3.70035916e-05  3.78758338e-05
  3.84402258e-05  3.90559261e-05  3.98255516e-05  4.05951770e-05
  4.15187276e-05  4.23909697e-05  4.33658286e-05  4.45459210e-05
  4.61877886e-05  4.90097486e-05  5.20882504e-05  5.40892766e-05
  5.58850693e-05  5.86557209e-05  6.24525398e-05  6.45561827e-05
  6.90200103e-05  7.10723448e-05  7.46639302e-05]",2.9409953822473064e-05,0.053453685306886635,6.634985987596233e-07,4.205923425187276,5.903011312905201e-05,-4.367088607594937e-06,0.053453685306886635,"[-2.33059548e-05 -2.13039014e-05 -1.90451745e-05 -1.68891170e-05
 -1.54004107e-05 -1.16016427e-05 -9.59958932e-06 -4.77412731e-06
 -2.51540041e-06  0.00000000e+00  2.51540041e-06  4.77412731e-06
  9.59958932e-06  1.16016427e-05  1.54004107e-05  1.68891170e-05
  1.90451745e-05  2.13039014e-05  2.33059548e-05]",0.0,0.053453685306886635,6.620304058637573e-06,14.894327664177494,0.0010648353779603554
5,-4.208860759493671e-06,0.05213128216135154,"[-1.67162648e-05 -1.63057978e-05 -1.58440226e-05 -1.34325295e-05
 -1.17906619e-05 -8.96870190e-06 -8.14776809e-06 -5.27449974e-06
 -4.71010775e-06 -4.09440739e-06 -3.47870703e-06 -2.24730631e-06
 -1.88814777e-06 -9.64597229e-07 -5.02821960e-07 -4.10466906e-08
  5.23345305e-07  8.31195485e-07  1.19035403e-06  1.65212930e-06
  2.11390457e-06  2.57567984e-06  2.98614674e-06  3.39661365e-06
  3.80708055e-06  4.26885582e-06  4.78193946e-06  6.37249872e-06
  6.88558235e-06  7.39866598e-06  7.96305798e-06  8.42483325e-06
  8.88660852e-06  9.29707542e-06  9.65623397e-06  1.18624936e-05
  1.20677270e-05  1.40174448e-05  1.43766034e-05  1.87378143e-05
  2.07388404e-05  2.20215495e-05  2.59722935e-05  2.72550026e-05
  2.82298615e-05  2.91534120e-05  3.01282709e-05  3.10518214e-05
  3.27449974e-05  3.37198563e-05  3.47973320e-05  3.56695741e-05
  3.70548999e-05  3.76706003e-05  3.83889174e-05  3.89020010e-05
  3.96716265e-05  4.04925603e-05  4.13648025e-05  4.22883530e-05
  4.32119035e-05  4.59312468e-05  4.88558235e-05  5.19343253e-05
  5.41405849e-05  5.58850693e-05  5.90148794e-05  6.23499230e-05
  6.49666496e-05  6.90200103e-05  7.12262699e-05  7.46126219e-05
  7.75885069e-05]",2.9153412006157002e-05,0.05213128216135154,1.5955503244134152e-06,10.865572205346144,0.00012723860076610836,-4.208860759493671e-06,0.05213128216135154,"[-2.28952772e-05 -2.06365503e-05 -1.85831622e-05 -1.63757700e-05
 -1.50924025e-05 -1.40143737e-05 -1.26283368e-05 -1.11396304e-05
 -5.23613963e-06 -3.23408624e-06 -1.33470226e-06  1.33470226e-06
  3.23408624e-06  5.23613963e-06  1.11396304e-05  1.26283368e-05
  1.40143737e-05  1.50924025e-05  1.63757700e-05  1.85831622e-05
  2.06365503e-05  2.28952772e-05]",-1.3347022587268996e-06,0.05213128216135154,7.93173308656755e-06,14.99153423600416,0.0010192423332659561
6,-4.050632911392405e-06,0.05172432430302818,"[-1.67162648e-05 -1.63057978e-05 -1.58953309e-05 -1.54848640e-05
 -1.34325295e-05 -1.20985121e-05 -1.17906619e-05 -8.96870190e-06
 -8.55823499e-06 -8.09645972e-06 -5.22319138e-06 -4.76141611e-06
 -4.09440739e-06 -3.42739867e-06 -2.24730631e-06 -1.83683940e-06
 -1.47768086e-06 -9.64597229e-07 -5.02821960e-07 -4.10466906e-08
  5.23345305e-07  8.82503848e-07  1.24166239e-06  1.70343766e-06
  2.11390457e-06  2.57567984e-06  2.98614674e-06  3.39661365e-06
  3.80708055e-06  4.32016419e-06  4.78193946e-06  5.14109800e-06
  6.32119035e-06  6.88558235e-06  8.01436634e-06  8.42483325e-06
  8.88660852e-06  9.24576706e-06  9.65623397e-06  1.00153925e-05
  1.04258594e-05  1.08876347e-05  1.20164187e-05  1.30938943e-05
  1.40174448e-05  1.43766034e-05  1.70446383e-05  1.87378143e-05
  2.09440739e-05  2.20728579e-05  2.45869677e-05  2.60236018e-05
  2.72550026e-05  2.81785531e-05  2.91534120e-05  3.01795793e-05
  3.10005131e-05  3.17188302e-05  3.25910723e-05  3.37198563e-05
  3.47973320e-05  3.55669574e-05  3.70035916e-05  3.77732170e-05
  3.83889174e-05  3.96203181e-05  4.04925603e-05  4.13134941e-05
  4.21857363e-05  4.31092868e-05  4.58286301e-05  4.86505900e-05
  5.18317086e-05  5.39866598e-05  5.58850693e-05  5.89635711e-05
  6.22986147e-05  6.50692663e-05  6.88660852e-05  7.13801950e-05
  7.45613135e-05  7.78450487e-05]",2.9153412006157002e-05,0.05172432430302818,1.5595691578465473e-06,10.644931779743478,0.0001292222510961989,-4.050632911392405e-06,0.05172432430302818,"[-2.29466119e-05 -2.06878850e-05 -1.85831622e-05 -1.63757700e-05
 -1.51437372e-05 -1.39630390e-05 -1.26283368e-05 -1.10882957e-05
 -9.29158111e-06 -6.72484600e-06 -5.18480493e-06 -3.23408624e-06
 -1.33470226e-06  1.33470226e-06  3.23408624e-06  5.18480493e-06
  6.72484600e-06  9.29158111e-06  1.10882957e-05  1.26283368e-05
  1.39630390e-05  1.51437372e-05  1.63757700e-05  1.85831622e-05
  2.06878850e-05  2.29466119e-05]",-1.3347022587268996e-06,0.05172432430302818,7.777328150251018e-06,15.605121161244755,0.001043875823671103
7,-3.892405063291139e-06,0.05104297460845608,"[-1.67162648e-05 -1.63057978e-05 -1.58953309e-05 -1.54848640e-05
 -1.50743971e-05 -1.34325295e-05 -1.21498204e-05 -1.17906619e-05
 -9.02001026e-06 -8.60954336e-06 -8.14776809e-06 -5.22319138e-06
 -4.76141611e-06 -4.19702411e-06 -3.42739867e-06 -3.11954849e-06
 -2.24730631e-06 -1.83683940e-06 -1.42637250e-06 -9.64597229e-07
 -5.02821960e-07  4.72036942e-07  8.82503848e-07  1.24166239e-06
  1.70343766e-06  2.11390457e-06  2.52437147e-06  2.93483838e-06
  3.39661365e-06  3.80708055e-06  4.32016419e-06  4.78193946e-06
  5.19240636e-06  6.88558235e-06  8.01436634e-06  8.42483325e-06
  8.88660852e-06  9.24576706e-06  9.65623397e-06  1.00667009e-05
  1.04771678e-05  1.08876347e-05  1.20164187e-05  1.31452027e-05
  1.36069779e-05  1.40174448e-05  1.43766034e-05  1.70446383e-05
  1.87378143e-05  2.09440739e-05  2.21754746e-05  2.34068753e-05
  2.60236018e-05  2.72550026e-05  2.81785531e-05  2.91021036e-05
  3.02821960e-05  3.10005131e-05  3.18214469e-05  3.24371473e-05
  3.37198563e-05  3.47973320e-05  3.55156491e-05  3.70035916e-05
  3.78245254e-05  3.83889174e-05  3.96203181e-05  4.04925603e-05
  4.12621857e-05  4.20831195e-05  4.30579785e-05  4.56747050e-05
  4.85479733e-05  5.17804002e-05  5.59363776e-05  5.89122627e-05
  6.22986147e-05  6.51205747e-05  6.87634684e-05  7.14828117e-05
  7.45613135e-05  7.79989738e-05]",2.910210364289379e-05,0.05104297460845608,1.5448380263933914e-06,14.038846018010872,0.00018602982906553995,-3.892405063291139e-06,0.05104297460845608,"[-2.29466119e-05 -2.04312115e-05 -1.84804928e-05 -1.63244353e-05
 -1.50924025e-05 -1.38090349e-05 -1.25256674e-05 -1.09342916e-05
 -9.29158111e-06 -6.72484600e-06 -5.23613963e-06 -3.23408624e-06
 -1.38603696e-06  1.38603696e-06  3.23408624e-06  5.23613963e-06
  6.72484600e-06  9.29158111e-06  1.09342916e-05  1.25256674e-05
  1.38090349e-05  1.50924025e-05  1.63244353e-05  1.84804928e-05
  2.04312115e-05  2.29466119e-05]",-1.3860369609856264e-06,0.05104297460845608,7.923699373447237e-06,15.86383976116943,0.0010330882938824962
8,-3.7341772151898737e-06,0.050394174417645425,"[-1.97434582e-05 -1.92303746e-05 -1.87685993e-05 -1.83068240e-05
 -1.67162648e-05 -1.63057978e-05 -1.58953309e-05 -1.54848640e-05
 -1.50743971e-05 -1.46639302e-05 -1.42534633e-05 -1.38429964e-05
 -1.34325295e-05 -1.29707542e-05 -1.25089790e-05 -1.21498204e-05
 -1.17393535e-05 -8.96870190e-06 -8.60954336e-06 -8.14776809e-06
 -5.22319138e-06 -4.76141611e-06 -4.14571575e-06 -3.06824012e-06
 -2.24730631e-06 -1.83683940e-06 -1.47768086e-06 -1.06721396e-06
 -4.00205233e-07  6.15700359e-08  5.23345305e-07  8.82503848e-07
  1.29297075e-06  1.70343766e-06  2.11390457e-06  2.52437147e-06
  2.93483838e-06  3.34530528e-06  3.80708055e-06  4.32016419e-06
  4.78193946e-06  5.14109800e-06  6.83427399e-06  8.01436634e-06
  8.47614161e-06  8.88660852e-06  9.24576706e-06  9.65623397e-06
  1.00667009e-05  1.04258594e-05  1.08363263e-05  1.12981016e-05
  1.17598769e-05  1.19651103e-05  1.30938943e-05  1.36069779e-05
  1.39661365e-05  1.43252950e-05  1.46844536e-05  1.75064135e-05
  1.78655721e-05  1.83273474e-05  1.87891226e-05  1.91995895e-05
  2.01231401e-05  2.10466906e-05  2.21754746e-05  2.33555670e-05
  2.45869677e-05  2.61262186e-05  2.72550026e-05  2.82298615e-05
  2.91534120e-05  3.03848127e-05  3.10005131e-05  3.18214469e-05
  3.23858389e-05  3.37198563e-05  3.47973320e-05  3.54643407e-05
  3.61313494e-05  3.69522832e-05  3.78758338e-05  3.84402258e-05
  3.95690097e-05  4.05438687e-05  4.12108774e-05  4.20318112e-05
  4.30066701e-05  4.56233966e-05  4.84966650e-05  5.17290918e-05
  5.60389944e-05  5.88609543e-05  6.22986147e-05  6.51205747e-05
  6.86608517e-05  7.15854284e-05  7.45100051e-05  7.80502822e-05]",2.822986146741919e-05,0.050394174417645425,1.551434523173462e-06,10.283442937525692,0.00016354809540450273,-3.7341772151898737e-06,0.050394174417645425,"[-2.32032854e-05 -2.03285421e-05 -1.83264887e-05 -1.65297741e-05
 -1.49383984e-05 -1.29363450e-05 -1.04209446e-05 -9.08624230e-06
 -5.23613963e-06 -3.33675565e-06 -1.23203285e-06  1.23203285e-06
  3.33675565e-06  5.23613963e-06  9.08624230e-06  1.04209446e-05
  1.29363450e-05  1.49383984e-05  1.65297741e-05  1.83264887e-05
  2.03285421e-05  2.32032854e-05]",-1.232032854209446e-06,0.050394174417645425,1.1713715297738397e-05,14.831575803343844,0.000942414604098895
9,-3.575949367088608e-06,0.05258440247202187,"[-1.96921498e-05 -1.92303746e-05 -1.88199076e-05 -1.83581324e-05
 -1.78963571e-05 -1.74345818e-05 -1.66649564e-05 -1.62544895e-05
 -1.58440226e-05 -1.54335557e-05 -1.50230888e-05 -1.46126219e-05
 -1.42021550e-05 -1.37916880e-05 -1.33812211e-05 -1.29707542e-05
 -1.25602873e-05 -1.22011288e-05 -1.17906619e-05 -1.14315033e-05
 -1.10210364e-05 -8.91739354e-06 -8.60954336e-06 -8.19907645e-06
 -5.22319138e-06 -4.76141611e-06 -4.09440739e-06 -3.11954849e-06
 -2.76038994e-06 -2.24730631e-06 -1.83683940e-06 -1.47768086e-06
 -1.06721396e-06 -6.05438687e-07 -2.97588507e-07  6.15700359e-08
  5.23345305e-07  8.82503848e-07  1.29297075e-06  1.70343766e-06
  2.11390457e-06  2.52437147e-06  2.93483838e-06  3.34530528e-06
  3.80708055e-06  4.32016419e-06  4.78193946e-06  5.14109800e-06
  5.44894818e-06  7.60389944e-06  8.01436634e-06  8.42483325e-06
  8.83530015e-06  9.24576706e-06  9.65623397e-06  1.00667009e-05
  1.04258594e-05  1.08363263e-05  1.12467932e-05  1.17085685e-05
  1.20164187e-05  1.22729605e-05  1.26834274e-05  1.31452027e-05
  1.35556696e-05  1.39661365e-05  1.43252950e-05  1.46844536e-05
  1.70959466e-05  1.75064135e-05  1.79168805e-05  1.83273474e-05
  1.87891226e-05  1.91995895e-05  2.10466906e-05  2.14058492e-05
  2.22267830e-05  2.34068753e-05  2.46382760e-05  2.61262186e-05
  2.72550026e-05  2.82298615e-05  2.91534120e-05  3.03848127e-05
  3.10005131e-05  3.18214469e-05  3.23858389e-05  3.36685480e-05
  3.47973320e-05  3.54130323e-05  3.61313494e-05  3.69522832e-05
  3.78758338e-05  3.84402258e-05  3.95690097e-05  4.05438687e-05
  4.12108774e-05  4.19805028e-05  4.29553617e-05  4.55720883e-05
  4.84453566e-05  5.17290918e-05  5.62955362e-05  5.88609543e-05
  6.22986147e-05  6.50692663e-05  6.86095434e-05  7.16367368e-05
  7.45100051e-05  7.81015906e-05]",2.822986146741919e-05,0.05258440247202187,1.5283520698806143e-06,2.7712250500444955,0.00019258808388124583,-3.575949367088608e-06,0.05258440247202187,"[-2.46406571e-05 -2.32032854e-05 -2.19199179e-05 -2.02258727e-05
 -1.84291581e-05 -1.48357290e-05 -1.27823409e-05 -1.05749487e-05
 -9.13757700e-06 -7.90554415e-06 -5.28747433e-06 -4.31211499e-06
 -3.33675565e-06 -1.23203285e-06  1.23203285e-06  3.33675565e-06
  4.31211499e-06  5.28747433e-06  7.90554415e-06  9.13757700e-06
  1.05749487e-05  1.27823409e-05  1.48357290e-05  1.84291581e-05
  2.02258727e-05  2.19199179e-05  2.32032854e-05  2.46406571e-05]",-1.232032854209446e-06,0.05258440247202187,1.1543777460767744e-05,14.618984859045467,0.0010115408833872835
